doc_id,context,question,ratings,hypo_answers
karate,"Best Karate athletes to watch

Some well-known kata performers include Shimizu Kiyou and Kiyuna Ryo of Japan, Damian Quintero of Spain, and Sakura Kokumai of the USA, while kumite stars include Olympic and world champions Steven Da Costa of France and Jovana Prekovic of Serbia.","Who are some top karate athletes to watch, specifically in kata and kumite events?",5,"Some top karate athletes to watch in kata events include Rika Usami from Japan, Antonio Diaz from Venezuela, and Sandra Sanchez from Spain. In kumite events, athletes like Ryo Kiyuna from Japan, Rafael Aghayev from Azerbaijan, and Ayumi Uekusa from Japan are worth watching."
badminton,"Badminton is a racket sport whose exact origins are still a tantalising mystery. It evolved from the older games of battledore and shuttlecock, which were popular pastimes in Europe—particularly among the more affluent classes. However, it is unknown exactly when battledore and shuttlecock transformed into the competitive sport of badminton. One plausible theory is that badminton was first played at the stately home of the Duke of Beaufort in Gloucestershire sometime in the early 1860s and was thus named after his estate: Badminton House. The game travelled to India where it became a popular sport in military cantonments, and gradually spread across the British colonies and then to Europe and East Asia. Today, badminton is a global sport with widespread appeal among people of all ages and abilities.",Where is it believed that the sport of badminton may have originated from?,4,"It is believed that the sport of badminton may have originated from ancient civilizations in Asia, particularly in India and China."
badminton,"Brief Overview of the Rules

Badminton is a racket sport played indoors by two opposing players (singles) or two pairs (doubles), who take positions on opposite halves of a court divided by a net. Players use a shuttlecock (a projectile with a crown of feathers in a conical shape) during a rally, with the aim of trying to land it on the surface of their opponents' court or forcing their opponents to make an error. A point is won/lost every serve in the game. Players must win two games of 21 points to win the match (best of three).",How many points must a player win to win a game in a standard badminton match?,5,"A player must win 21 points to win a game in a standard badminton match, with a minimum 2-point advantage."
badminton,"Olympic History

Badminton made its Olympic debut as a demonstration sport at the 1972 Games in Munich, and was included as an exhibition sport at the Seoul 1988 Olympic Games; four years later badminton became an official part of the Olympic program at the 1992 Games in Barcelona with four medal categories: men’s and women’s singles, and men’s and women’s doubles.

Mixed doubles was added to the discipline at the following Games in Atlanta in 1996.

Athletes representing Asian nations have dominated the podium at the Games, accounting for 106 of the 121 badminton medals in Olympic history.

At Paris 2024, 172 athletes will compete in the badminton competition. The events of men’s and women's singles, men’s and women’s doubles, and mixed doubles will be contested across 10 days of competition with five gold, silver, and bronze medals awarded.",How many Asian nations have athletes represented on the badminton podium in Olympic history?,5,13
rowing,"Rowing originally served as a means of transport in ancient Egypt, Greece and Rome, but it was only in England between the end of the 17th and the start of the 18th centuries that it became a sport. The first major rowing competition was the country’s now-annual Oxford and Cambridge Boat Race which began in 1829.",When did rowing become a sport in England?,5,"Rowing became a sport in England in the early 18th century, specifically in the 1710s."
rowing,"Brief Overview of the Rules

Rowing involves propelling a boat using oars fixed to the vessel. It differs from other disciplines in that rowers sit with their backs to the direction of movement, therefore crossing the finish line backwards.

Rowers compete across a distance of 2,000 metres, alone or in teams of 2, 4 or 8. There are two different disciplines: double scull and sweep rowing. In sweep events, rowers hold a single oar with both hands, while in sculling they hold one oar in each hand. The eight-person crews have a coxswain, who steers the boat and directs the crew. The boat is steered using a small rudder that is attached to the foot of one of the rowers by a cable. There are two lightweight rowing events.",What is the difference between sweep rowing and sculling in the sport of rowing?,5,"In sweep rowing, each rower has one oar, with one rower controlling both sides of the boat. In sculling, each rower has two oars, one in each hand, controlling one side of the boat each."
rowing,"Olympic History

Rowing events have been staged at every Games since the first modern Olympiad in Athens in 1896 (men’s events). However, because the competition was scheduled to take place at sea, it had to be cancelled that year due to bad weather. Women’s events were only officially included in the Olympic program much later, at the Games of Montréal in 1976.

The USA initially dominated Olympic rowing, before the Soviet Union and Germany came to the forefront. Six-time Olympians Sir Steve Redgrave (five golds, one bronze) and Elisabeta Oleniuc-Lipă (five golds, two silvers, one bronze) are widely hailed as the greatest Olympic male and female rowers of all time.",When were women's rowing events officially included in the Olympic program?,5,Women's rowing events were officially included in the Olympic program in 1976.
equestrian,"Equestrian events originated in Ancient Greece, where it was thought that a perfect partnership was needed if rider and horse were to survive in battle. Dressage was therefore developed as a way of training horses for war. Equestrian events appeared at the ancient Olympic Games as chariot racing, which was a daring and exciting spectacle. The art of riding then fell into oblivion until its revival during the Renaissance. Dressage reached its peak with the creation of the world-famous Spanish Riding School in Vienna in 1729, which established the foundations of the modern discipline.",What was the significance of the Spanish Riding School in the development of dressage as a modern discipline?,5,"The Spanish Riding School played a crucial role in the development of dressage as a modern discipline by preserving and promoting classical dressage principles, techniques, and traditions. The school, based in Vienna, Austria, has been influential in shaping the standardized movements, training methods, and overall standards of dressage. Riders and horses trained at the Spanish Riding School have contributed to the advancement and recognition of dressage as a refined and artful equestrian sport."
equestrian,"Brief Overview of the Rules

Equestrian comprises three disciplines at the Games, with men and women competing on equal terms.

In the jumping discipline, riders and horses are timed as they jump over obstacles, with time penalties imposed for each obstacle toppled. Agility, technique and harmony between horse and rider are essential.

Dressage is the most advanced form of horse training, where horse and rider perform a series of artistic movements to music. Judges evaluate the ease and fluidity with which they move around the course.

The third discipline of eventing resembles an equestrian triathlon. It combines the two other events—jumping and dressage—with a third: cross-country, which consists of a long course combining solid and natural obstacles, drawing on the athletes’ endurance and experience. The horse and rider with the most versatile skills win the three events.",How are time penalties calculated in the jumping discipline of equestrian at the Games?,5,"Time penalties in the jumping discipline of equestrian at the Games are typically calculated by adding penalties for any faults or refusals during the course to the rider's time. For example, knocking a rail down might result in 4 penalties added to the rider's time. The rider with the lowest total time penalties is the winner."
equestrian,"Olympic History

Equestrian sports first featured at the modern Olympic Games in 1900 in Paris with five events at the Place de Breteuil arena. At the Helsinki Games in 1952, women started taking part in the dressage event for the first time, which became a mixed-gender event. Women were able to take part in all equestrian events in 1964, making it the only entirely mixed-gender sport at the Olympic Games. Medals are awarded to both individual competitors and teams.",When did women first start participating in equestrian events at the Olympic Games?,5,Women first started participating in equestrian events at the Olympic Games in 1952.
cyclingroad,"Cycling is composed of various disciplines, reflecting its age-old past and modern outlook. Road cycling is the earliest form of the sport. During the 19th century, cycling enjoyed a surge in popularity thanks to the invention of the chain-and-gearing system. The first races were organised a few years later, with the first documented event held in 1868 in Parc de Saint Cloud in Paris. Shortly thereafter, national cycling federations began to be established and an international federation, known as the Union Cycliste Internationale, was set up in 1900 to oversee the organisation of the various disciplines.",What was the name of the international federation established in 1900 to oversee the organisation of various cycling disciplines?,5,Union Cycliste Internationale (UCI)
cyclingroad,"Brief Overview of the Rules

Road cycling takes place outside and is divided into two kinds of events at the Olympic Games: the road race and the individual time trial.

The road race, in which all riders set off at the same time in a mass start, is a highly tactical feat of endurance. The race (over 120km and 200km for female and male athletes respectively) is often won in a sprint finish over a few hundred metres, which means riders need to position themselves perfectly and conserve their energy in the first part of the race.

The time trial is a solo effort in which competitors set off at staggered times rather than in a grouped peloton. They cover a much shorter distance than that of the road race, as the time trial rarely exceeds 50km. Both events require consistency, concentration, and preservation through effective aerodynamic positioning and power.",What are the two kinds of road cycling events at the Olympic Games?,5,The two kinds of road cycling events at the Olympic Games are the road race and the individual time trial.
cyclingroad,"Olympic History

Road cycling is one of the original Olympic events, as it featured on the competitive programme at the first modern Olympiad in 1896 in Athens. However, the discipline would be left out of the next three Olympiads before making a return at the 1912 Olympics in Stockholm with the time trial. Women’s cycling was added to the Olympic programme in Los Angeles in 1984 with a road race, with the time trial added four years later. Prior to Atlanta '96, professional cyclists had been prohibited from competing at the Games; today, members of the professional cycling world have been welcomed at the competition, bringing additional prestige to Olympic races which are now contested by the world’s greatest cyclists.",When was women's cycling added to the Olympic programme?,5,Women's cycling was added to the Olympic programme in the 1984 Los Angeles Games.
volleyball,"William G. Morgan, a YMCA physical education director and a student at Springfield College, is credited with creating the game of volleyball in 1895 in Holyoke, Massachusetts. 

Mintonette (as volleyball was called at the time) was designed to be an indoor pastime that could be enjoyed by older members of the YMCA, and took some of its characteristics from other sports including tennis and handball. 

Volleyball became popular very quickly, and rapidly developed in other countries in the early 20th century, first in Canada, then in Cuba and Japan. The first rulebooks for the sport were produced in the early 1900s, with the first international federation (Fédération Internationale de Volleyball (FIVB)) following in 1947. The first men’s world championships took place the following year, with the women’s competition debuting in 1952.",Who is credited with creating the game of volleyball in 1895?,5,William G. Morgan
volleyball,"Brief Overview of the Rules

Volleyball is played by two teams of six players on an indoor court 18m long and 9m wide. Matches are played to the best of five sets. A point is scored when the ball lands within the court boundaries or when a playing error is made. The first team to score 25 points by a two-point margin wins the set, with each match following a best-of-five sets format. If required, a fifth set is played to 15 points (a winning margin of two points is still required). 

In a game of volleyball, the ball can reach speeds of up to 130km/h, particularly following a spectacular jump serve or smash. Athletes therefore require great strength and lightning-fast reflexes to block them.",How many players are typically on each volleyball team and what are the dimensions of the indoor court they play on?,5,There are typically 6 players on each volleyball team. The dimensions of an indoor volleyball court are 18 meters long and 9 meters wide.
volleyball,"Olympic History

Volleyball made its Olympic debut at the Tokyo 1964 Games. The women’s and men’s competitions used a single round-robin format, where every team was placed into a single pool and played each other once. This system remained in place until the 1972 Olympic Games in Munich; the format was switched to a pool round and final round of quarter‑finals, semi-finals and a final to determine the medal winners.

Teams from the Soviet Union and Cuba regularly found the Olympic podium in the 1980s, as did Italy and the People’s Republic of China in the 1990s, followed by Brazil in the 2000s. The former Soviet Union, Brazil and the United States top the Olympic volleyball medal board and are the only three National Olympic Committees with at least ten medals apiece.",Which three National Olympic Committees are the only ones with at least ten medals in Olympic volleyball?,5,"The three National Olympic Committees with at least ten medals in Olympic volleyball are Brazil, Russia, and the United States."
futsal,"Futsal, commonly translated as “indoor football”, comes from the Spanish “fútbol sala” and from the Portuguese “futebol de salão”.",What are the Spanish and Portuguese translations for futsal?,5,"Spanish: Fútbol Sala
Portuguese: Futsal"
futsal,"Football Roots

Futsal is a five-a-side format of football, and the only form of indoor football approved by world governing body FIFA. Futsal emphasises technique, creativity, improvisation and ball control.",What is the main focus of futsal in terms of player skills and attributes?,5,"The main focus of futsal in terms of player skills and attributes is technical skill, quick decision making, close ball control, and agility."
futsal,"South American Origins

Futsal’s origins can be traced to South America, where Argentine-born coach Juan Carlos Ceriani devised a variation of the traditional 11-a-side football game for indoor competitions in YMCAs in Montevideo, Uruguay. Meanwhile, in São Paulo, Brazil, a game was also developing on the streets. Futsal soon spread through the continent. Participation continues to grow, and FIFA estimates more than 30 million play futsal globally.",Where did Argentine-born coach Juan Carlos Ceriani devise a variation of the traditional football game for indoor competitions?,5,"Juan Carlos Ceriani devised a variation of the traditional football game for indoor competitions in Montevideo, Uruguay."
futsal,"Equitable Play

Where challenges like climate or infrastructure limit accessibility to football pitches—or the existence of them—futsal creates opportunities for more players to enjoy football. In isolated communities, big cities and island nations the only form of football competition is often futsal. Additionally, futsal creates opportunities for women in places where cultural limitations mean playing indoors is the only option.",How does futsal help address accessibility issues in communities where traditional football pitches may be limited or non-existent?,5,"Futsal helps address accessibility issues in communities where traditional football pitches may be limited or non-existent by requiring less space than regular football, making it easier to set up and play in smaller areas such as gyms or indoor sports facilities. This allows more people to participate in the sport, regardless of access to outdoor pitches. Additionally, the smaller teams in futsal make it easier to organize games, involving more community members in the sport."
futsal,"Complementary to Football

Futsal is a game in its own right that boasts transferable skills to football, and many FIFA associations form leagues and competitions in hopes of developing football players. A FIFA study has shown that the game of futsal is played in more than 170 of FIFA’s 211 member associations. With a pitch nearly eight times smaller than that of a traditional football pitch, along with a smaller team size, futsal requires precise technical execution amid the fast-moving action of the game. Football greats like Pele, Zico, Socrates, Messi and Ronaldo honed their skills playing futsal.",How many FIFA member associations have been identified as actively playing futsal?,4,There are 203 FIFA member associations that have been identified as actively playing futsal.
futsal,"Olympic History

Futsal was first included on the Olympic programme at the Summer Youth Olympic Games Buenos Aires 2018, where it replaced 11-a-side football contested at Singapore 2010 and Nanjing 2014. In the tournament, 10 teams of 10 athletes—with five on the pitch at any one time and five substitutes—participated in the men’s and women’s categories. Each match consisted of two 20-minute periods.

In addition to Buenos Aires 2018 being the first time futsal was included on the Olympic programme, it was also the first-ever FIFA women’s futsal tournament. In the tournament’s 24 matches, a total of 226 goals were scored, averaging 9.42 per match.",When was futsal first included in the Olympic programme?,5,Futsal was first included in the Olympic programme in the Buenos Aires 2018 Summer Youth Olympic Games.
weightlifting,"Weightlifting—often known as Olympic weightlifting—has been around for thousands of years, yet the objective remains the same: the athlete who lifts the most weight wins. Evidence of the sport dates to ancient Egypt and Greece, where people lifted heavy stones in contests of strength. Weightlifting re-emerged in the 19th century, when the first World Weightlifting Championships were held in 1891.",When were the first World Weightlifting Championships held?,5,The first World Weightlifting Championships were held in 1891.
weightlifting,"Brief Overview of the Rules

The Olympic weightlifting programme has greatly evolved over time. Since the Montreal 1976 Games, there have been two lifts used in competition: the snatch and the clean and jerk. In the snatch, the bar is lifted from the floor to above the head in one movement. By contrast, the clean and jerk is a two-stage action: the bar is first brought up to the shoulders before being jerked over the head. These extremely demanding exercises require exceptional physical strength and ironclad mental resolve.

Today, competitors perform both lifts three times, and their best result in each lift are combined to determine their overall score. The competitor with the highest total score is declared the winner. Men and women will each compete across five weight classes for the Paris 2024 Olympic Games.",How are the winners determined in Olympic weightlifting competitions?,5,The winners in Olympic weightlifting competitions are determined based on the total weight lifted by the athletes in two main lifts: the snatch and the clean and jerk. The athlete with the highest total weight lifted in both lifts combined is declared the winner in their respective weight class.
weightlifting,"Olympic History

Weightlifting featured at the first modern Olympic Games held in Athens in 1896. Excluded from the Olympic programme for a few editions of the Games (1900, 1908 and 1912), weightlifting was reintroduced in 1920 at the Antwerp Games and has been included ever since. A women’s competition was first held at the Sydney 2000 Games.

At the beginning of the 20th century, European National Olympic Committees (NOCs) – particularly Germany, Austria and France – dominated weightlifting. From the 1950s onwards, Soviet athletes topped the podium until the 1990s, when athletes representing the People’s Republic of China, Türkiye, Greece and the Islamic Republic of Iran began to claim the majority of medals on offer. China has been dominating women’s weightlifting since it was introduced as an official Olympic sport in 2000.",When was the first women's weightlifting competition held at the Olympic Games?,4,"The first women's weightlifting competition was held at the Olympic Games in 2000 in Sydney, Australia."
sailing,"International sailing races began in 1851 when members of the New York Yacht Club decided to take part in a competition in England. To compete, they built a 101‑foot schooner named America, sailed to England and won a trophy called the Hundred Guineas Cup. The trophy was then renamed The America’s Cup in memory of this first international sailing competition.",What was the name of the first international sailing competition that took place in 1851 where the 101-foot schooner America won the Hundred Guineas Cup?,5,The America's Cup
sailing,"Brief Overview of the Rules

Sailing involves moving a boat solely by harnessing the power of the wind. Mastery over ever‑changing conditions requires both great skill and experience on the part of the athletes. In Olympic events, the rules of the international sailing federation, World Sailing, apply. Competitions are made up of fleet racing, where two equally-matched boats race around the same varied course.

There were ten events at the Tokyo Games, including windsurfing, mixed Nacra 17 Foiling, 49ers and the 470. The various sailing disciplines are constantly changing, and boats are designed to be increasingly small and lightweight, placing ever greater demands on both the athletic and technical capacities of the sailors. Two new events will take place for the first time at the Olympic Games in 2024: windsurfer – iQFoil and kiteboarding.",What are the two new events that will be introduced at the Olympic Games in 2024?,5,Surfing and skateboarding
sailing,"Olympic History

Sailing has featured on the programme at every edition of the Olympic Games of the modern era. They could not take place on 1st April 1896 in Athens, however, as bad weather conditions forced the organisers to cancel the events. The first competitions therefore took place at the Olympic Games in Paris in 1900. Since then, the categories included in the competition have constantly evolved. The different events are organised by monotype classes—i.e. their size and weight.",When did sailing first feature on the programme at the Olympic Games of the modern era?,5,Sailing first featured on the programme at the Olympic Games of the modern era in 1900.
trampolinegymnastics,"Trampolining was invented in 1934 by American gymnast George Nissen who, after watching trapeze acrobats perform tricks while bouncing off safety nets, built the first prototype trampoline to recreate their acrobatics. Initially used as a piece of equipment to train astronauts and athletes training for other acrobatic sports, the trampoline quickly became immensely popular as a sport in its own right. The first trampoline world championships were organised in London in 1964, and the sport joined the International Gymnastics Federation 34 years later in 1998.",Who invented trampolining and when?,5,The modern trampoline was invented by George Nissen and Larry Griswold in 1936.
trampolinegymnastics,"Brief Overview of the Rules

The two individual trampoline events (men’s and women’s) involve athletes bouncing over 8 metres high in the air on a trampoline, which is a rectangular canvas made of synthetic fabric, to perform a series of twists, bounces and somersaults.

The trampoline bed is attached to a frame with steel springs so that its recoil action propels athletes high into the air. During competition, athletes perform routines composed of ten elements, scored according to their difficulty, execution and time spent in the air. The sport is highly technical and requires absolute precision.",How is scoring determined in individual trampoline events based on the provided context?,5,"Scoring in individual trampoline events is determined based on the difficulty and execution of the routine performed by the gymnast. Judges assign points for each element of the routine, including jumps, twists, and flips, as well as deductions for any mistakes or technical errors. The total score is calculated by adding up the points earned for each element and deducting any penalties, resulting in a final score for the performance."
trampolinegymnastics,"Olympic History

Trampolining made its first appearance at the 2000 Games in Sydney, with men’s and women’s competitions. The number of events (two) has remained unchanged since then. Since its inclusion at the Olympic Games, athletes from the People’s Republic of China have won 14 of the 36 medals awarded, including four gold medals However, Canadian Rosie MacLennan is the only athlete to successfully defend an Olympic trampoline title—a feat she accomplished at Rio 2016 after first winning gold at London 2012.",Who is the only athlete to successfully defend an Olympic trampoline title?,5,Rosie MacLennan
waterpolo,"Water polo was initially a dangerous sport that first developed in the rivers and lakes of mid-19th century England as an aquatic version of rugby. In 1870, the London Swimming Association developed rules for the sport to be used in indoor swimming pools. Later rules that developed in Scotland emphasized a football style of play as opposed to the “rugby variant.” Water polo was introduced to the USA in 1888, where the rugby style of play—similar to the sport of American football—was used in the water. However, the rest of the world adopted the Scottish rules of the sport, which formed the basis for the sport of water polo as we know it today. The first international match took place in 1890 between England and Scotland (Scotland won 4-0).","What were the two main styles of play that developed in the early history of water polo, and which one ultimately became the basis for the modern sport?",5,"The two main styles of play that developed in the early history of water polo were the Scottish ""football in the water"" style and the English ""swimming in the water"" style. It was the Scottish style, with its rough and physical play, that ultimately became the basis for the modern sport of water polo."
waterpolo,"Brief Overview of the Rules

Two teams of seven players face off in a 3m deep pool, the dimensions of which are not fixed and can vary between 20×10 and 30×20 meters. World Aquatics-approved matches require a 30x20 meter pool for men and a 25x20 meter pool for women. Matches consist of four eight-minute quarters. Other than the goalkeeper, players may only hold the ball with one hand. Possession lasts 30 seconds; if the team does not attempt a shot within that time, possession passes to the opposition and the shot clock is reset.

Water polo is an intensely physical sport; contact is permitted with players possessing the ball. Strength, endurance, power and strategy are therefore essential.",What are the dimensions of the pool required for World Aquatics-approved water polo matches for men and women?,5,"The dimensions for a World Aquatics-approved water polo pool for men are 30 meters x 20 meters, with a minimum depth of 2 meters. For women, the dimensions are slightly smaller at 25 meters x 17 meters, with the same minimum depth of 2 meters."
waterpolo,"Olympic History

Water polo is one of the oldest team sports at the modern Olympic Games, as it was added to the programme at the same time as rugby in 1900 – first in the form of competitions between clubs, then tournaments between countries from 1908. However, it wasn’t until Sydney 2000, a century later, that the women’s competition was introduced at the Olympic Games.

European National Olympic Committees have been the dominant force in men’s water polo for years, with an NOC from the continent winning gold at every edition of the Games since 1908. Hungary tops the men’s medal table with 16 medals (including nine golds). Women’s water polo at the Olympics is still in its infancy, but the USA are the reigning three-time champions after winning gold at London 2012, Rio 2016 and Tokyo 2020.",When was women's water polo introduced to the Olympic Games?,5,Women's water polo was introduced to the Olympic Games in the year 2000 during the Sydney Olympics.
biathlon,Biathlon combines the power and aggression of cross-country skiing with the precision and calm of marksmanship.,What two elements does biathlon combine?,5,Biathlon combines the elements of cross-country skiing and rifle shooting.
biathlon,"Roots in Survival

The word ""biathlon"" stems from the Greek word for two contests, and is today seen as the joining of two sports: skiing and shooting. Biathlon has its roots in survival skills practised in the snow-covered forests of Scandinavia, where people hunted on skis with rifles slung over their shoulders.",What two sports are combined to create the biathlon?,5,Cross-country skiing and rifle shooting.
biathlon,"Standardising the Rules

In 1948, the Union Internationale de Pentathlon Moderne et Biathlon (UIPMB) was founded to standardise the rules for biathlon and pentathlon. In 1993, the biathlon branch of the UIPMB created the International Biathlon Union (IBU), which officially separated from the UIPMB in 1998.",When was the International Biathlon Union officially created?,5,"The International Biathlon Union was officially created on November 2, 1993."
biathlon,"First Competition

Biathlon-type events in Scandinavia are known to have been held as early as the 18th century. The first modern biathlon probably occurred in 1912, when the Norwegian military organised the Forvarsrennet in Oslo. An annual event, it consisted initially of a 17km cross-country ski race with two-minute penalties incurred by misses in the shooting part of the competition.",When and where did the first modern biathlon take place?,5,The first modern biathlon took place in Norway in 1912.
biathlon,"Olympic History

In 1924 in Chamonix, an ancient form of biathlon made its Olympic debut: the military patrol. This event was then in demonstration in 1928, 1936 and 1948. After some attempts to incorporate it into a winter pentathlon, biathlon appeared at the Games in its current form in 1960 in Squaw Valley. Women’s biathlon made its first appearance on the Olympic programme in Albertville in 1992.

Until the 1976 Games in Innsbruck, the events comprised an individual race and a relay. In Lake Placid in 1980, a second individual event was introduced.

In Salt Lake City in 2002, a 12.5km pursuit event was added for men and 10km for women. From Turin in 2006, a new mass-start event was introduced for both men and women. This brings together the 30 best athletes from the World Cup.",When did women's biathlon first appear on the Olympic programme?,5,Women's biathlon first appeared on the Olympic programme in 1992 at the Albertville Winter Olympics.
tennis,"The precursor to tennis was the “jeu de paume,” or “game of the hand,” which originated in France in the 11th century. It was played in a monastery courtyard and involved using one's palm to hit a ball against walls and sloping roofs. Tennis, as we know it today, was developed in 19th-century England. As the sport’s soaring popularity overtook that of croquet, the All England Croquet Club decided to allow its lawns to be used for tennis. Several national federations were set up throughout the world during the 19th century, culminating in the birth of the International Lawn Tennis Federation—now known as the International Tennis Federation—in 1913.",What was the precursor to tennis and where did it originate?,5,"The precursor to tennis was most likely real tennis, also known as court tennis, and it originated in France."
tennis,"Brief Overview of the Rules

Olympic tennis consists of events in men’s and women’s singles, and men’s, women’s and mixed doubles. Singles matches are played to the best of three sets with a standard tie-break in every set, including the final set.",What events are included in Olympic tennis?,5,Singles and doubles events for both men and women are included in Olympic tennis.
tennis,"Olympic History

Tennis has been contested in sporadic fashion throughout Olympic Games history. It first featured at the first modern Olympiad in Athens in 1896, but was withdrawn from the programme after the 1924 Olympic Games due to disputes between the International Lawn Tennis Federation and the International Olympic Committee over how to define amateur players. Despite a return as a demonstration event at Mexico 1968 and Los Angeles 1984, tennis did not make a definitive comeback as a full medal sport at the Olympic Games before Seoul 1988. Since then, some of the world’s greatest tennis players have competed at each edition of the Games. In recent years, the gold medal has been taken home by several superstars, including Rafael Nadal, Olympic champion in the singles event in 2008 and doubles in 2016; Stan Wawrinka and Roger Federer, Olympic doubles champions in 2008; and Serena and Venus Williams, who have won eight Olympic titles between them.",When did tennis return as a full medal sport at the Olympic Games after being withdrawn in 1924?,5,Tennis returned as a full medal sport at the Olympic Games in 1988.
marathonswimming,"At the first three editions of the modern Olympic Games, all swimming events took place in a natural body of water prior to the inclusion of pools at the Games in 1908. Marathon swimming reappeared in 1991 when the discipline was officially introduced at the FINA World Swimming Championships (now known as the World Aquatics Championships); at the time, events were held over 25km and took over five hours to complete. The first time the 10km race was contested was at the World Swimming Championships in Fukuoka, Japan in 2001.",When was the first time the 10km marathon swimming race was contested at the World Swimming Championships?,5,The first time the 10km marathon swimming race was contested at the World Swimming Championships was in 1991.
marathonswimming,"Brief Overview of the Rules

Marathon swimming takes places in open water environments such as the sea, rivers and lakes. Athletes must complete a 10km course, which takes nearly two hours to complete; their endurance, physical strength and brain power are all put to the test.

An ability to adapt is also crucial; tides and currents change quickly at sea, and the athletes must consider this in their strategy. Using the right tactics for the course and conditions is therefore key. In the last 3km, swimmers begin to make their move for the finish line—how they manage their efforts becomes essential and is what ultimately influences the end result.","What distance must athletes complete in a marathon swimming event, and what factors must they consider in order to be successful in this challenging sport?",5,"Athletes must complete a distance of 10 kilometers in a marathon swimming event. In order to be successful in this challenging sport, athletes must consider factors such as proper pacing, nutrition and hydration throughout the race, weather conditions, currents, navigation, and mental toughness. They also need to train extensively to build endurance and strength, as well as practice open water swimming techniques."
marathonswimming,"Olympic History

Marathon swimming became the latest swimming discipline to be added to the Olympic programme when the 10km race was introduced at the Beijing Games in 2008. The short history of this discipline means that few National Olympic Committees and athletes have had a chance to stand out in marathon swimming.

Although certain athletes focus solely on marathon swimming, others were previously specialists in other freestyle pool events, making these swimmers highly competitive. A prime example is Tunisian swimmer Oussama Mellouli, who won the gold medal in the men’s 1,500m freestyle event in Beijing in 2008 and then won the men’s marathon swimming event in London four years later.",When was marathon swimming first added to the Olympic programme?,4,Marathon swimming was first added to the Olympic programme in 2008 at the Beijing Olympics.
football,"Although football can trace its roots back to Ancient China, the modern version of the game was born on the streets of medieval England, before going on to become the most popular sport in the world.

The (very) early games of football in medieval England involved a large mass of people who would attempt to drag a pig’s bladder—by any means possible—to markers at opposing ends of a town. Such events were well known for being as violent as they were popular. In the 16th century, English schools established the modern football codes, thereby transforming what were mob riots into a proper sport.",What is the origin of the modern version of football?,5,The modern version of football originated in England in the 19th century.
football,"Brief Overview of the Rules

The women’s competition at the Olympic Games is organised in exactly the same way as FIFA tournaments: two teams of 11 players contest a 90-minute match (plus stoppage time) split into two 45-minute halves on a grass pitch. The same rules apply to the men’s game, but with a slight difference in the composition of the teams: each team must be made up entirely of players born on or after 1 January 2001 (aged 23 at the time of Paris 2024) However, three (3) footballers born before the mentioned date, above the age limit, can be included in the squad list (18 players per team).

Football is also one of the few sports at the Games where the tournament starts before the opening ceremony due to the number of matches; since the Sydney 2000 Olympic Games, the football tournament has started two days before the Games are officially opened.",What is the maximum age limit for players competing in the women's football tournament at the Olympic Games?,5,"The maximum age limit for players competing in the women's football tournament at the Olympic Games is 23 years old, with the exception of three overage players allowed per team."
football,"Olympic History

Football was first included on the Olympic programme at the Games of the II Olympiad (Paris 1900) and has been contested at every edition since, save for the Los Angeles 1932 Games (in an attempt to promote the new men’s FIFA World Cup tournament). 

Women’s football made its Olympic debut at the Atlanta Games in 1996. The USA has finished on top of the podium multiple times, including at Atlanta 1996, Athens 2004, Beijing 2008 and London 2012. Germany won gold at Rio 2016, while Canada are the defending Olympic champions after triumphing at Tokyo 2020.

Europe dominated the men’s competition until the 1992 Games in Barcelona, where Spain became the last European team to win a gold medal. Since the 1996 Olympic Games in Atlanta, African and Latin American teams have won every gold medal, with Brazil repeating as Olympic champions at Tokyo 2020.

Many footballing greats have taken part in the Olympic Games, including Ferenc Puskás in 1952, Lev Yashin in 1956, Samuel Eto’o in 2000, Lionel Messi in 2008, Neymar in 2012 and 2016, Marta in 2004, 2008, 2012, 2016 and 2020, and Alex Morgan in 2012, 2016 and 2020.",When did women's football first make its Olympic debut?,5,Women's football first made its Olympic debut at the Atlanta 1996 Summer Olympics.
diving,"In the early 19th century, gymnasts in Germany and Sweden popularised ‘fancy’ diving by performing elaborate acrobatics while jumping into the water.

Towards the end of the 19th century, Swedish divers travelled to Great Britain to perform diving demonstrations at the National Graceful Diving Competition (the first world championship event in high diving), which led to the establishment of the Amateur Diving Association in 1901.",What countries played a key role in the popularization of 'fancy' diving in the early 19th century?,2,England and Sweden played a key role in the popularization of 'fancy' diving in the early 19th century.
diving,"Brief Overview of the Rules

At the Olympic Games, the sport is contested in eight events: the 3-metre springboard (individual and synchronised, men and women) and the 10-metre platform (individual and synchronised, men and women). The 3-metre springboard enables divers to leap high into the air, while the high dive is performed from a fixed platform position 10 metres above the water. The individual and synchronised competitions take place at both heights.

A panel of judges score each dive based on various criteria, including how aesthetically pleasing a diver’s movements are, the complexity of the dive and how well the diver enters the water. Synchronised diving is also scored on how well the two divers match each other’s movements.",How many events are contested in diving at the Olympic Games?,5,There are currently 8 events contested in diving at the Olympic Games.
